hour,day_of_week,month,is_weekend,is_peak_hour,holiday,temp,rain_1h,snow_1h,clouds_all,traffic_volume
9,1,4,0,1,0,274.0,0.0,0.0,90,5220
10,1,4,0,0,0,275.01,0.0,0.0,90,4548
11,1,4,0,0,0,275.86,0.0,0.0,75,4747
12,1,4,0,0,0,277.21,0.0,0.0,40,5037
13,1,4,0,0,0,279.77,0.0,0.0,40,4729
14,1,4,0,0,0,280.14,0.0,0.0,40,5136
15,1,4,0,0,0,282.34,0.0,0.0,40,5791
16,1,4,0,1,0,283.02,0.0,0.0,40,6410
17,1,4,0,1,0,283.88,0.0,0.0,1,6368
18,1,4,0,1,0,284.28,0.0,0.0,1,4820
19,1,4,0,0,0,284.28,0.0,0.0,1,3337
20,1,4,0,0,0,283.09,0.0,0.0,1,2987
21,1,4,0,0,0,280.78,0.0,0.0,1,2506
22,1,4,0,0,0,278.72,0.0,0.0,1,2018
23,1,4,0,0,0,277.65,0.0,0.0,1,1121
0,2,4,0,0,0,276.29,0.0,0.0,1,564
1,2,4,0,0,0,275.89,0.0,0.0,1,359
2,2,4,0,0,0,276.22,0.0,0.0,1,262
3,2,4,0,0,0,276.02,0.0,0.0,1,339
4,2,4,0,0,0,275.89,0.0,0.0,1,845
5,2,4,0,0,0,276.42,0.0,0.0,75,2624
5,2,4,0,0,0,276.42,0.0,0.0,75,2624
6,2,4,0,0,0,277.48,0.0,0.0,75,5853
7,2,4,0,1,0,278.02,0.0,0.0,90,6845
8,2,4,0,1,0,278.75,0.0,0.0,90,6377
9,2,4,0,1,0,279.62,0.0,0.0,90,5090
10,2,4,0,0,0,280.43,0.0,0.0,90,4537
11,2,4,0,0,0,281.35,0.0,0.0,1,4834
12,2,4,0,0,0,284.21,0.0,0.0,75,4953
13,2,4,0,0,0,285.22,0.0,0.0,75,4730
14,2,4,0,0,0,285.49,0.0,0.0,75,5387
15,2,4,0,0,0,285.95,0.0,0.0,90,5712
16,2,4,0,1,0,286.15,0.0,0.0,75,6597
16,2,4,0,1,0,286.15,0.0,0.0,75,6597
17,2,4,0,1,0,285.4,0.0,0.0,75,6170
17,2,4,0,1,0,285.4,0.0,0.0,75,6170
18,2,4,0,1,0,284.47,0.0,0.0,90,4506
18,2,4,0,1,0,284.47,0.0,0.0,90,4506
19,2,4,0,0,0,283.47,0.0,0.0,90,3452
19,2,4,0,0,0,283.47,0.0,0.0,90,3452
20,2,4,0,0,0,282.34,0.0,0.0,90,2898
20,2,4,0,0,0,282.34,0.0,0.0,90,2898
20,2,4,0,0,0,282.34,0.0,0.0,90,2898
21,2,4,0,0,0,282.09,0.0,0.0,90,2390
21,2,4,0,0,0,282.09,0.0,0.0,90,2390
22,2,4,0,0,0,281.84,0.0,0.0,90,2042
22,2,4,0,0,0,281.84,0.0,0.0,90,2042
22,2,4,0,0,0,281.84,0.0,0.0,90,2042
23,2,4,0,0,0,281.35,0.0,0.0,90,1424
23,2,4,0,0,0,281.35,0.0,0.0,90,1424
23,2,4,0,0,0,281.35,0.0,0.0,90,1424
0,3,4,0,0,0,281.4,0.0,0.0,90,3075
0,3,4,0,0,0,281.4,0.0,0.0,90,3075
0,3,4,0,0,0,281.4,0.0,0.0,90,3075
1,3,4,0,0,0,281.28,0.0,0.0,40,583
1,3,4,0,0,0,281.28,0.0,0.0,40,583
1,3,4,0,0,0,281.28,0.0,0.0,40,583
2,3,4,0,0,0,281.15,0.0,0.0,75,297
2,3,4,0,0,0,281.15,0.0,0.0,75,297
10,3,4,0,0,0,281.41,0.0,0.0,90,4576
10,3,4,0,0,0,281.41,0.0,0.0,90,4576
11,3,4,0,0,0,281.9,0.0,0.0,90,5033
11,3,4,0,0,0,281.9,0.0,0.0,90,5033
12,3,4,0,0,0,282.15,0.0,0.0,90,5138
12,3,4,0,0,0,282.15,0.0,0.0,90,5138
13,3,4,0,0,0,282.34,0.0,0.0,90,5296
13,3,4,0,0,0,282.34,0.0,0.0,90,5296
14,3,4,0,0,0,283.41,0.0,0.0,90,5400
14,3,4,0,0,0,283.41,0.0,0.0,90,5400
15,3,4,0,0,0,283.4,0.0,0.0,90,5914
16,3,4,0,1,0,284.03,0.0,0.0,90,6750
17,3,4,0,1,0,284.4,0.0,0.0,90,6478
18,3,4,0,1,0,284.42,0.0,0.0,90,5082
19,3,4,0,0,0,284.59,0.0,0.0,90,3632
20,3,4,0,0,0,284.15,0.0,0.0,90,3187
21,3,4,0,0,0,284.02,0.0,0.0,90,2929
22,3,4,0,0,0,283.28,0.0,0.0,90,2488
23,3,4,0,0,0,282.85,0.0,0.0,90,1270
0,4,4,0,0,0,282.78,0.0,0.0,90,1460
1,4,4,0,0,0,282.53,0.0,0.0,40,462
2,4,4,0,0,0,282.16,0.0,0.0,90,304
3,4,4,0,0,0,281.75,0.0,0.0,90,331
4,4,4,0,0,0,281.69,0.0,0.0,75,834
5,4,4,0,0,0,281.65,0.0,0.0,90,2425
6,4,4,0,0,0,281.69,0.0,0.0,90,5055
7,4,4,0,1,0,281.75,0.0,0.0,90,6026
8,4,4,0,1,0,282.08,0.0,0.0,75,5150
9,4,4,0,1,0,283.41,0.0,0.0,1,4809
10,4,4,0,0,0,283.88,0.0,0.0,40,4763
11,4,4,0,0,0,285.51,0.0,0.0,75,5201
12,4,4,0,0,0,286.59,0.0,0.0,40,5598
12,4,4,0,0,0,286.59,0.0,0.0,40,5598
13,4,4,0,0,0,288.48,0.0,0.0,1,5471
14,4,4,0,0,0,288.84,0.0,0.0,1,5705
14,4,4,0,0,0,288.84,0.0,0.0,1,5705
15,4,4,0,0,0,290.49,0.0,0.0,40,5789
16,4,4,0,1,0,290.21,0.0,0.0,1,6017
16,4,4,0,1,0,290.21,0.0,0.0,1,6017
17,4,4,0,1,0,290.15,0.0,0.0,90,5557
17,4,4,0,1,0,290.15,0.0,0.0,90,5557
18,4,4,0,1,0,289.81,0.0,0.0,75,4990
18,4,4,0,1,0,289.81,0.0,0.0,75,4990
19,4,4,0,0,0,289.02,0.0,0.0,90,3773
19,4,4,0,0,0,289.02,0.0,0.0,90,3773
19,4,4,0,0,0,289.02,0.0,0.0,90,3773
19,4,4,0,0,0,289.02,0.0,0.0,90,3773
20,4,4,0,0,0,287.46,0.0,0.0,90,3101
20,4,4,0,0,0,287.46,0.0,0.0,90,3101
20,4,4,0,0,0,287.46,0.0,0.0,90,3101
20,4,4,0,0,0,287.46,0.0,0.0,90,3101
21,4,4,0,0,0,287.15,0.0,0.0,90,2872
21,4,4,0,0,0,287.15,0.0,0.0,90,2872
21,4,4,0,0,0,287.15,0.0,0.0,90,2872
21,4,4,0,0,0,287.15,0.0,0.0,90,2872
22,4,4,0,0,0,286.88,0.0,0.0,90,4752
22,4,4,0,0,0,286.88,0.0,0.0,90,4752
23,4,4,0,0,0,286.88,0.0,0.0,90,2049
23,4,4,0,0,0,286.88,0.0,0.0,90,2049
23,4,4,0,0,0,286.88,0.0,0.0,90,2049
0,5,4,1,0,0,286.88,0.0,0.0,90,1209
0,5,4,1,0,0,286.88,0.0,0.0,90,1209
0,5,4,1,0,0,286.88,0.0,0.0,90,1209
1,5,4,1,0,0,286.71,0.0,0.0,90,799
1,5,4,1,0,0,286.71,0.0,0.0,90,799
1,5,4,1,0,0,286.71,0.0,0.0,90,799
2,5,4,1,0,0,286.69,0.0,0.0,90,542
2,5,4,1,0,0,286.69,0.0,0.0,90,542
2,5,4,1,0,0,286.69,0.0,0.0,90,542
3,5,4,1,0,0,286.71,0.0,0.0,90,409
3,5,4,1,0,0,286.71,0.0,0.0,90,409
3,5,4,1,0,0,286.71,0.0,0.0,90,409
3,5,4,1,0,0,286.71,0.0,0.0,90,409
4,5,4,1,0,0,286.88,0.0,0.0,90,367
4,5,4,1,0,0,286.88,0.0,0.0,90,367
4,5,4,1,0,0,286.88,0.0,0.0,90,367
4,5,4,1,0,0,286.88,0.0,0.0,90,367
5,5,4,1,0,0,286.82,0.0,0.0,90,598
5,5,4,1,0,0,286.82,0.0,0.0,90,598
5,5,4,1,0,0,286.82,0.0,0.0,90,598
5,5,4,1,0,0,286.82,0.0,0.0,90,598
6,5,4,1,0,0,286.95,0.0,0.0,90,1167
6,5,4,1,0,0,286.95,0.0,0.0,90,1167
6,5,4,1,0,0,286.95,0.0,0.0,90,1167
7,5,4,1,1,0,287.29,0.0,0.0,90,1908
7,5,4,1,1,0,287.29,0.0,0.0,90,1908
7,5,4,1,1,0,287.29,0.0,0.0,90,1908
7,5,4,1,1,0,287.29,0.0,0.0,90,1908
7,5,4,1,1,0,287.29,0.0,0.0,90,1908
8,5,4,1,1,0,287.75,0.0,0.0,90,2536
8,5,4,1,1,0,287.75,0.0,0.0,90,2536
8,5,4,1,1,0,287.75,0.0,0.0,90,2536
9,5,4,1,1,0,287.95,0.0,0.0,90,3310
9,5,4,1,1,0,287.95,0.0,0.0,90,3310
9,5,4,1,1,0,287.95,0.0,0.0,90,3310
10,5,4,1,0,0,288.15,0.0,0.0,90,3876
10,5,4,1,0,0,288.15,0.0,0.0,90,3876
10,5,4,1,0,0,288.15,0.0,0.0,90,3876
11,5,4,1,0,0,288.61,0.0,0.0,90,4605
11,5,4,1,0,0,288.61,0.0,0.0,90,4605
11,5,4,1,0,0,288.61,0.0,0.0,90,4605
12,5,4,1,0,0,290.88,0.0,0.0,75,4958
13,5,4,1,0,0,292.22,0.0,0.0,75,4515
14,5,4,1,0,0,292.55,0.0,0.0,90,4568
15,5,4,1,0,0,292.68,0.0,0.0,75,4340
16,5,4,1,1,0,292.89,0.0,0.0,90,4497
17,5,4,1,1,0,293.23,0.0,0.0,75,4145
18,5,4,1,1,0,292.83,0.0,0.0,90,4143
19,5,4,1,0,0,289.49,0.0,0.0,90,3483
19,5,4,1,0,0,289.49,0.0,0.0,90,3483
20,5,4,1,0,0,288.57,0.0,0.0,75,2963
20,5,4,1,0,0,288.57,0.0,0.0,75,2963
20,5,4,1,0,0,288.57,0.0,0.0,75,2963
21,5,4,1,0,0,286.08,0.0,0.0,40,2704
21,5,4,1,0,0,286.08,0.0,0.0,40,2704
22,5,4,1,0,0,286.02,0.0,0.0,1,3022
23,5,4,1,0,0,284.95,0.0,0.0,75,3509
0,6,4,1,0,0,284.82,0.0,0.0,90,1389
1,6,4,1,0,0,284.29,0.0,0.0,1,845
2,6,4,1,0,0,283.89,0.0,0.0,1,788
3,6,4,1,0,0,283.15,0.0,0.0,1,447
4,6,4,1,0,0,282.69,0.0,0.0,1,320
5,6,4,1,0,0,282.03,0.0,0.0,1,459
6,6,4,1,0,0,281.29,0.0,0.0,1,809
7,6,4,1,1,0,280.72,0.0,0.0,5,1166
8,6,4,1,1,0,281.42,0.0,0.0,5,1836
9,6,4,1,1,0,283.15,0.0,0.0,1,3008
10,6,4,1,0,0,285.02,0.0,0.0,5,3613
11,6,4,1,0,0,286.28,0.0,0.0,5,3899
12,6,4,1,0,0,287.48,0.0,0.0,20,4061
13,6,4,1,0,0,288.88,0.0,0.0,40,4152
14,6,4,1,0,0,289.82,0.0,0.0,40,4146
15,6,4,1,0,0,290.55,0.0,0.0,75,3998
16,6,4,1,1,0,291.02,0.0,0.0,40,4470
17,6,4,1,1,0,291.09,0.0,0.0,1,4697
18,6,4,1,1,0,290.95,0.0,0.0,1,4654
19,6,4,1,0,0,290.69,0.0,0.0,40,4117
20,6,4,1,0,0,289.55,0.0,0.0,1,3696
21,6,4,1,0,0,285.68,0.0,0.0,1,2816
22,6,4,1,0,0,285.69,0.0,0.0,1,1840
23,6,4,1,0,0,283.78,0.0,0.0,1,1120
0,0,4,0,0,0,283.9,0.0,0.0,90,604
1,0,4,0,0,0,284.29,0.0,0.0,90,327
2,0,4,0,0,0,283.82,0.0,0.0,90,280
3,0,4,0,0,0,283.09,0.0,0.0,90,333
4,0,4,0,0,0,282.29,0.0,0.0,90,779
5,0,4,0,0,0,280.76,0.0,0.0,75,2625
6,0,4,0,0,0,280.1,0.0,0.0,1,5558
7,0,4,0,1,0,278.84,0.0,0.0,40,6557
8,0,4,0,1,0,279.69,0.0,0.0,40,6166
9,0,4,0,1,0,280.75,0.0,0.0,20,5262
10,0,4,0,0,0,281.65,0.0,0.0,1,4529
11,0,4,0,0,0,282.08,0.0,0.0,5,4709
12,0,4,0,0,0,283.62,0.0,0.0,1,5017
13,0,4,0,0,0,284.29,0.0,0.0,1,4804
14,0,4,0,0,0,285.28,0.0,0.0,1,5314
15,0,4,0,0,0,285.49,0.0,0.0,1,5934
16,0,4,0,1,0,286.55,0.0,0.0,1,6733
17,0,4,0,1,0,286.55,0.0,0.0,5,6280
18,0,4,0,1,0,286.49,0.0,0.0,1,4899
19,0,4,0,0,0,285.95,0.0,0.0,1,3360
20,0,4,0,0,0,285.49,0.0,0.0,75,2951
21,0,4,0,0,0,283.15,0.0,0.0,1,2399
22,0,4,0,0,0,282.01,0.0,0.0,1,1530
23,0,4,0,0,0,281.87,0.0,0.0,1,1072
0,1,4,0,0,0,281.89,0.0,0.0,1,596
1,1,4,0,0,0,281.69,0.0,0.0,1,362
2,1,4,0,0,0,281.43,0.0,0.0,1,263
3,1,4,0,0,0,282.09,0.0,0.0,75,315
4,1,4,0,0,0,282.69,0.0,0.0,90,814
5,1,4,0,0,0,282.56,0.0,0.0,90,2763
6,1,4,0,0,0,282.9,0.0,0.0,90,5831
7,1,4,0,1,0,283.48,0.0,0.0,90,6571
8,1,4,0,1,0,283.55,0.0,0.0,90,5330
9,1,4,0,1,0,283.95,0.0,0.0,90,5228
9,1,4,0,1,0,283.95,0.0,0.0,90,5228
10,1,4,0,0,0,284.22,0.0,0.0,90,4352
10,1,4,0,0,0,284.22,0.0,0.0,90,4352
10,1,4,0,0,0,284.22,0.0,0.0,90,4352
11,1,4,0,0,0,285.58,0.0,0.0,90,4634
11,1,4,0,0,0,285.58,0.0,0.0,90,4634
12,1,4,0,0,0,286.74,0.0,0.0,75,5009
12,1,4,0,0,0,286.74,0.0,0.0,75,5009
12,1,4,0,0,0,286.74,0.0,0.0,75,5009
13,1,4,0,0,0,288.22,0.0,0.0,90,4886
14,1,4,0,0,0,288.95,0.0,0.0,75,5182
15,1,4,0,0,0,288.9,0.0,0.0,90,5855
16,1,4,0,1,0,286.02,0.0,0.0,90,6907
17,1,4,0,1,0,285.35,0.0,0.0,90,6445
18,1,4,0,1,0,285.08,0.0,0.0,90,4666
19,1,4,0,0,0,284.42,0.0,0.0,90,3584
20,1,4,0,0,0,284.22,0.0,0.0,90,3226
21,1,4,0,0,0,283.02,0.0,0.0,90,2533
22,1,4,0,0,0,282.29,0.0,0.0,90,1706
23,1,4,0,0,0,282.29,0.0,0.0,90,1077
0,2,4,0,0,0,281.69,0.0,0.0,90,667
1,2,4,0,0,0,281.23,0.0,0.0,90,401
2,2,4,0,0,0,281.22,0.0,0.0,90,274
3,2,4,0,0,0,281.02,0.0,0.0,90,351
4,2,4,0,0,0,280.56,0.0,0.0,90,835
5,2,4,0,0,0,280.29,0.0,0.0,90,2759
6,2,4,0,0,0,280.09,0.0,0.0,90,5869
7,2,4,0,1,0,279.55,0.0,0.0,90,6123
8,2,4,0,1,0,279.62,0.0,0.0,90,5889
9,2,4,0,1,0,280.28,0.0,0.0,90,5298
10,2,4,0,0,0,280.42,0.0,0.0,75,4599
11,2,4,0,0,0,281.22,0.0,0.0,1,4906
12,2,4,0,0,0,282.71,0.0,0.0,90,4958
13,2,4,0,0,0,283.5,0.0,0.0,1,5013
14,2,4,0,0,0,283.29,0.0,0.0,40,5362
15,2,4,0,0,0,282.88,0.0,0.0,90,5875
16,2,4,0,1,0,281.84,0.0,0.0,90,6544
16,2,4,0,1,0,281.84,0.0,0.0,90,6544
17,2,4,0,1,0,281.01,0.0,0.0,90,6192
17,2,4,0,1,0,281.01,0.0,0.0,90,6192
17,2,4,0,1,0,281.01,0.0,0.0,90,6192
18,2,4,0,1,0,280.96,0.0,0.0,90,4536
18,2,4,0,1,0,280.96,0.0,0.0,90,4536
18,2,4,0,1,0,280.96,0.0,0.0,90,4536
19,2,4,0,0,0,280.62,0.0,0.0,90,3189
19,2,4,0,0,0,280.62,0.0,0.0,90,3189
19,2,4,0,0,0,280.62,0.0,0.0,90,3189
19,2,4,0,0,0,280.62,0.0,0.0,90,3189
20,2,4,0,0,0,280.68,0.0,0.0,90,2826
20,2,4,0,0,0,280.68,0.0,0.0,90,2826
20,2,4,0,0,0,280.68,0.0,0.0,90,2826
20,2,4,0,0,0,280.68,0.0,0.0,90,2826
21,2,4,0,0,0,280.42,0.0,0.0,90,2356
21,2,4,0,0,0,280.42,0.0,0.0,90,2356
22,2,4,0,0,0,280.29,0.0,0.0,90,1693
22,2,4,0,0,0,280.29,0.0,0.0,90,1693
22,2,4,0,0,0,280.29,0.0,0.0,90,1693
23,2,4,0,0,0,280.15,0.0,0.0,90,1083
23,2,4,0,0,0,280.15,0.0,0.0,90,1083
23,2,4,0,0,0,280.15,0.0,0.0,90,1083
0,3,4,0,0,0,279.76,0.0,0.0,90,592
0,3,4,0,0,0,279.76,0.0,0.0,90,592
1,3,4,0,0,0,279.69,0.0,0.0,90,361
2,3,4,0,0,0,279.55,0.0,0.0,90,257
2,3,4,0,0,0,279.55,0.0,0.0,90,257
2,3,4,0,0,0,279.55,0.0,0.0,90,257
3,3,4,0,0,0,279.09,0.0,0.0,90,327
3,3,4,0,0,0,279.09,0.0,0.0,90,327
3,3,4,0,0,0,279.09,0.0,0.0,90,327
3,3,4,0,0,0,279.09,0.0,0.0,90,327
4,3,4,0,0,0,278.82,0.0,0.0,90,840
4,3,4,0,0,0,278.82,0.0,0.0,90,840
4,3,4,0,0,0,278.82,0.0,0.0,90,840
5,3,4,0,0,0,278.35,0.0,0.0,90,2700
5,3,4,0,0,0,278.35,0.0,0.0,90,2700
5,3,4,0,0,0,278.35,0.0,0.0,90,2700
6,3,4,0,0,0,278.02,0.0,0.0,90,5641
6,3,4,0,0,0,278.02,0.0,0.0,90,5641
6,3,4,0,0,0,278.02,0.0,0.0,90,5641
7,3,4,0,1,0,277.68,0.0,0.0,90,6470
7,3,4,0,1,0,277.68,0.0,0.0,90,6470
7,3,4,0,1,0,277.68,0.0,0.0,90,6470
8,3,4,0,1,0,277.82,0.0,0.0,90,5858
8,3,4,0,1,0,277.82,0.0,0.0,90,5858
9,3,4,0,1,0,278.15,0.0,0.0,90,5226
9,3,4,0,1,0,278.15,0.0,0.0,90,5226
10,3,4,0,0,0,278.42,0.0,0.0,90,4667
10,3,4,0,0,0,278.42,0.0,0.0,90,4667
11,3,4,0,0,0,279.08,0.0,0.0,90,5023
11,3,4,0,0,0,279.08,0.0,0.0,90,5023
11,3,4,0,0,0,279.08,0.0,0.0,90,5023
12,3,4,0,0,0,279.55,0.0,0.0,90,5099
12,3,4,0,0,0,279.55,0.0,0.0,90,5099
13,3,4,0,0,0,279.95,0.0,0.0,90,5104
14,3,4,0,0,0,280.15,0.0,0.0,90,5496
15,3,4,0,0,0,280.62,0.0,0.0,90,5949
16,3,4,0,1,0,281.35,0.0,0.0,90,6925
17,3,4,0,1,0,281.71,0.0,0.0,75,6457
18,3,4,0,1,0,281.97,0.0,0.0,75,4832
19,3,4,0,0,0,281.68,0.0,0.0,90,3755
20,3,4,0,0,0,281.42,0.0,0.0,40,3290
21,3,4,0,0,0,279.4,0.0,0.0,40,3062
22,3,4,0,0,0,278.88,0.0,0.0,1,2125
23,3,4,0,0,0,278.34,0.0,0.0,1,1350
0,4,4,0,0,0,277.54,0.0,0.0,1,778
1,4,4,0,0,0,276.66,0.0,0.0,1,444
2,4,4,0,0,0,276.1,0.0,0.0,1,331
3,4,4,0,0,0,275.09,0.0,0.0,1,382
4,4,4,0,0,0,274.49,0.0,0.0,1,808
4,4,4,0,0,0,274.49,0.0,0.0,1,808
5,4,4,0,0,0,274.42,0.0,0.0,1,2638
6,4,4,0,0,0,274.23,0.0,0.0,1,5570
6,4,4,0,0,0,274.23,0.0,0.0,1,5570
7,4,4,0,1,0,274.59,0.0,0.0,1,6703
7,4,4,0,1,0,274.59,0.0,0.0,1,6703
8,4,4,0,1,0,275.96,0.0,0.0,5,6237
9,4,4,0,1,0,279.75,0.0,0.0,5,4993
10,4,4,0,0,0,282.2,0.0,0.0,1,4729
11,4,4,0,0,0,284.28,0.0,0.0,20,5240
12,4,4,0,0,0,286.08,0.0,0.0,1,5329
13,4,4,0,0,0,287.71,0.0,0.0,40,5127
14,4,4,0,0,0,287.9,0.0,0.0,40,5424
15,4,4,0,0,0,289.27,0.0,0.0,40,5993
16,4,4,0,1,0,289.4,0.0,0.0,40,6493
17,4,4,0,1,0,289.51,0.0,0.0,40,6058
18,4,4,0,1,0,289.58,0.0,0.0,40,5049
19,4,4,0,0,0,289.35,0.0,0.0,1,3959
20,4,4,0,0,0,288.68,0.0,0.0,40,3507
21,4,4,0,0,0,284.46,0.0,0.0,1,3549
22,4,4,0,0,0,283.53,0.0,0.0,1,3058
23,4,4,0,0,0,281.91,0.0,0.0,1,3193
0,5,4,1,0,0,279.96,0.0,0.0,1,1638
1,5,4,1,0,0,278.63,0.0,0.0,1,998
2,5,4,1,0,0,277.83,0.0,0.0,1,698
3,5,4,1,0,0,277.47,0.0,0.0,1,514
4,5,4,1,0,0,276.47,0.0,0.0,1,500
5,5,4,1,0,0,275.69,0.0,0.0,1,854
6,5,4,1,0,0,275.29,0.0,0.0,1,1581
7,5,4,1,1,0,275.02,0.0,0.0,1,2588
8,5,4,1,1,0,277.28,0.0,0.0,1,3660
9,5,4,1,1,0,282.45,0.0,0.0,1,4121
10,5,4,1,0,0,286.45,0.0,0.0,5,4354
11,5,4,1,0,0,289.9,0.0,0.0,1,4979
12,5,4,1,0,0,289.94,0.0,0.0,1,5891
13,5,4,1,0,0,290.88,0.0,0.0,40,5422
14,5,4,1,0,0,291.58,0.0,0.0,40,4904
15,5,4,1,0,0,292.46,0.0,0.0,1,4732
16,5,4,1,1,0,292.96,0.0,0.0,5,4436
17,5,4,1,1,0,293.21,0.0,0.0,5,5024
18,5,4,1,1,0,293.28,0.0,0.0,5,5581
19,5,4,1,0,0,291.9,0.0,0.0,1,3813
20,5,4,1,0,0,291.29,0.0,0.0,5,3389
21,5,4,1,0,0,287.41,0.0,0.0,1,3209
22,5,4,1,0,0,285.02,0.0,0.0,1,3055
23,5,4,1,0,0,284.03,0.0,0.0,1,2163
0,6,4,1,0,0,283.54,0.0,0.0,1,1378
1,6,4,1,0,0,283.82,0.0,0.0,1,867
2,6,4,1,0,0,283.28,0.0,0.0,1,684
3,6,4,1,0,0,283.62,0.0,0.0,1,410
4,6,4,1,0,0,283.22,0.0,0.0,1,353
5,6,4,1,0,0,282.47,0.0,0.0,1,472
6,6,4,1,0,0,281.69,0.0,0.0,1,809
7,6,4,1,1,0,280.69,0.0,0.0,40,1283
8,6,4,1,1,0,281.75,0.0,0.0,75,2159
9,6,4,1,1,0,283.75,0.0,0.0,1,3059
10,6,4,1,0,0,284.09,0.0,0.0,1,3849
11,6,4,1,0,0,285.36,0.0,0.0,75,4480
12,6,4,1,0,0,287.69,0.0,0.0,1,4907
13,6,4,1,0,0,288.89,0.0,0.0,1,4792
14,6,4,1,0,0,289.29,0.0,0.0,75,4519
15,6,4,1,0,0,290.43,0.0,0.0,90,4488
16,6,4,1,1,0,290.96,0.0,0.0,90,4769
17,6,4,1,1,0,291.3,0.0,0.0,90,4238
18,6,4,1,1,0,291.3,0.0,0.0,1,3722
19,6,4,1,0,0,290.22,0.0,0.0,1,3123
20,6,4,1,0,0,289.57,0.0,0.0,1,2848
21,6,4,1,0,0,285.56,0.0,0.0,1,2626
22,6,4,1,0,0,284.78,0.0,0.0,1,1717
23,6,4,1,0,0,282.97,0.0,0.0,1,1031
0,0,4,0,0,0,282.11,0.0,0.0,1,580
1,0,4,0,0,0,281.3,0.0,0.0,1,353
2,0,4,0,0,0,281.24,0.0,0.0,1,263
3,0,4,0,0,0,280.9,0.0,0.0,1,343
4,0,4,0,0,0,280.76,0.0,0.0,1,836
5,0,4,0,0,0,280.23,0.0,0.0,1,2738
6,0,4,0,0,0,280.29,0.0,0.0,1,5772
7,0,4,0,1,0,282.02,0.0,0.0,1,6830
8,0,4,0,1,0,283.74,0.0,0.0,1,6369
9,0,4,0,1,0,286.81,0.0,0.0,1,5111
10,0,4,0,0,0,289.08,0.0,0.0,1,4457
11,0,4,0,0,0,290.35,0.0,0.0,1,4548
12,0,4,0,0,0,291.42,0.0,0.0,90,4660
13,0,4,0,0,0,292.55,0.0,0.0,90,4548
14,0,4,0,0,0,293.75,0.0,0.0,75,4934
15,0,4,0,0,0,294.28,0.0,0.0,90,5456
16,0,4,0,1,0,293.89,0.0,0.0,90,6554
17,0,4,0,1,0,293.22,0.0,0.0,90,6046
18,0,4,0,1,0,292.69,0.0,0.0,90,4501
18,0,4,0,1,0,292.69,0.0,0.0,90,4501
19,0,4,0,0,0,291.42,0.0,0.0,90,3243
20,0,4,0,0,0,291.22,0.0,0.0,90,2773
21,0,4,0,0,0,291.22,0.0,0.0,90,2357
22,0,4,0,0,0,291.09,0.0,0.0,90,1559
23,0,4,0,0,0,291.09,0.0,0.0,90,981
0,1,4,0,0,0,290.42,0.0,0.0,90,551
0,1,4,0,0,0,290.42,0.0,0.0,90,551
1,1,4,0,0,0,288.96,0.0,0.0,90,351
1,1,4,0,0,0,288.96,0.0,0.0,90,351
2,1,4,0,0,0,287.58,0.0,0.0,90,251
3,1,4,0,0,0,288.45,0.0,0.0,90,312
4,1,4,0,0,0,288.16,0.0,0.0,90,836
5,1,4,0,0,0,287.96,0.0,0.0,90,2793
6,1,4,0,0,0,287.23,0.0,0.0,90,5617
7,1,4,0,1,0,285.69,0.0,0.0,75,6781
7,1,4,0,1,0,285.69,0.0,0.0,75,6781
8,1,4,0,1,0,285.29,0.0,0.0,75,6318
9,1,4,0,1,0,285.84,0.0,0.0,90,5217
10,1,4,0,0,0,286.58,0.0,0.0,90,4654
11,1,4,0,0,0,288.28,0.0,0.0,40,4712
12,1,4,0,0,0,288.02,0.0,0.0,40,4982
13,1,4,0,0,0,289.15,0.0,0.0,75,4782
14,1,4,0,0,0,288.82,0.0,0.0,90,5107
15,1,4,0,0,0,288.54,0.0,0.0,90,5648
15,1,4,0,0,0,288.54,0.0,0.0,90,5648
15,1,4,0,0,0,288.54,0.0,0.0,90,5648
16,1,4,0,1,0,286.89,0.0,0.0,90,6376
16,1,4,0,1,0,286.89,0.0,0.0,90,6376
17,1,4,0,1,0,285.86,0.0,0.0,90,5971
17,1,4,0,1,0,285.86,0.0,0.0,90,5971
18,1,4,0,1,0,285.71,0.0,0.0,90,4537
18,1,4,0,1,0,285.71,0.0,0.0,90,4537
19,1,4,0,0,0,285.27,0.0,0.0,90,3193
19,1,4,0,0,0,285.27,0.0,0.0,90,3193
20,1,4,0,0,0,284.95,0.0,0.0,90,2731
20,1,4,0,0,0,284.95,0.0,0.0,90,2731
21,1,4,0,0,0,284.62,0.0,0.0,90,2164
21,1,4,0,0,0,284.62,0.0,0.0,90,2164
21,1,4,0,0,0,284.62,0.0,0.0,90,2164
22,1,4,0,0,0,284.09,0.0,0.0,90,1688
22,1,4,0,0,0,284.09,0.0,0.0,90,1688
22,1,4,0,0,0,284.09,0.0,0.0,90,1688
23,1,4,0,0,0,283.62,0.0,0.0,90,1034
23,1,4,0,0,0,283.62,0.0,0.0,90,1034
23,1,4,0,0,0,283.62,0.0,0.0,90,1034
0,2,4,0,0,0,282.76,0.0,0.0,90,582
0,2,4,0,0,0,282.76,0.0,0.0,90,582
0,2,4,0,0,0,282.76,0.0,0.0,90,582
1,2,4,0,0,0,282.09,0.0,0.0,90,349
1,2,4,0,0,0,282.09,0.0,0.0,90,349
1,2,4,0,0,0,282.09,0.0,0.0,90,349
